msc_a,title_a,msc_b,title_b,direct_link,reference_overlap,text_similarity,connection_score
2451,MSC2451: Remove the `query_auth` federation endpoint,2457,Invalidating devices during password modification,0.0,0.0,0.093,0.028
2451,MSC2451: Remove the `query_auth` federation endpoint,2675,MSC2675: Serverside aggregations of message relationships,0.0,0.0,0.094,0.028
2451,MSC2451: Remove the `query_auth` federation endpoint,2870,MSC2870: Protect server ACLs from redaction,0.0,0.0,0.092,0.028
2451,MSC2451: Remove the `query_auth` federation endpoint,2967,MSC2967: API scopes,0.0,0.0,0.092,0.028
2451,MSC2451: Remove the `query_auth` federation endpoint,3283,"MSC3283: Expose enable_set_displayname, enable_set_avatar_url and enable_3pid_changes in capabilities response",0.0,0.0,0.092,0.028
2451,MSC2451: Remove the `query_auth` federation endpoint,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.095,0.028
2451,MSC2451: Remove the `query_auth` federation endpoint,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.095,0.028
2457,Invalidating devices during password modification,3069,MSC3069: Allow guests to use /account/whoami,0.0,0.0,0.093,0.028
2457,Invalidating devices during password modification,3567,MSC3567: Allow requesting events from the start/end of the room history,0.0,0.0,0.094,0.028
2457,Invalidating devices during password modification,4287,MSC4287: Sharing key backup preference between clients,0.0,0.0,0.093,0.028
2526,MSC2526: Add ability to delete key backups,4312,MSC4312: Resetting cross-signing keys in the OAuth world,0.0,0.0,0.092,0.028
2530,Body field as media caption,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.092,0.028
2530,Body field as media caption,3700,MSC3700: Deprecate plaintext sender_key,0.0,0.0,0.093,0.028
2530,Body field as media caption,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.093,0.028
2530,Body field as media caption,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.092,0.028
2530,Body field as media caption,3930,MSC3930: Polls push rules/notifications,0.0,0.0,0.092,0.028
2530,Body field as media caption,4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.093,0.028
2530,Body field as media caption,4191,MSC4191: Account management for OAuth 2.0 API,0.0,0.0,0.092,0.028
2530,Body field as media caption,4210,MSC4210: Remove legacy mentions,0.0,0.0,0.095,0.028
2530,Body field as media caption,4213,MSC4213: Remove `server_name` parameter,0.0,0.0,0.093,0.028
2530,Body field as media caption,4291,MSC4291: Room IDs as hashes of the create event,0.0,0.0,0.093,0.028
2540,MSC2540: Stricter event validation: JSON compliance,2545,MSC2545: Image Packs (Emoticons & Stickers),0.0,0.0,0.092,0.028
2540,MSC2540: Stricter event validation: JSON compliance,3773,MSC3773: Notifications for threads,0.0,0.0,0.092,0.028
2540,MSC2540: Stricter event validation: JSON compliance,3938,MSC3938: Remove deprecated `keyId` parameters from `/keys` endpoints,0.0,0.0,0.092,0.028
2540,MSC2540: Stricter event validation: JSON compliance,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.095,0.028
2540,MSC2540: Stricter event validation: JSON compliance,4341,MSC4341: Support for RFC 8628 Device Authorization Grant,0.0,0.0,0.093,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.092,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),3030,MSC3030: Jump to date API endpoint,0.0,0.0,0.092,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),3289,MSC3289: Room Version 8,0.0,0.0,0.093,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.094,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),3966,MSC3966: `event_property_contains` push rule condition,0.0,0.0,0.095,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.094,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.093,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),4277,MSC4277: Harmonizing the reporting endpoints,0.0,0.0,0.093,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),4287,MSC4287: Sharing key backup preference between clients,0.0,0.0,0.092,0.028
2545,MSC2545: Image Packs (Emoticons & Stickers),4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.094,0.028
2557,MSC2557: Clarifications on spoilers,2604,Parameters for Login Fallback,0.0,0.0,0.092,0.028
2582,Remove `mimetype` from `EncryptedFile` object,2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,0.0,0.0,0.094,0.028
2582,Remove `mimetype` from `EncryptedFile` object,2702,MSC2702: `Content-Disposition` usage in the media repo,0.0,0.0,0.093,0.028
2582,Remove `mimetype` from `EncryptedFile` object,4115,MSC4115: membership metadata on events,0.0,0.0,0.094,0.028
2582,Remove `mimetype` from `EncryptedFile` object,4380,MSC4380: Invite blocking,0.0,0.0,0.092,0.028
2604,Parameters for Login Fallback,3923,MSC3923: Bringing Matrix into the IETF process,0.0,0.0,0.093,0.028
2604,Parameters for Login Fallback,3970,MSC3970: Scope transaction IDs to devices,0.0,0.0,0.093,0.028
2604,Parameters for Login Fallback,4326,MSC4326: Device masquerading for appservices,0.0,0.0,0.092,0.028
2604,Parameters for Login Fallback,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.093,0.028
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,3582,MSC3582: Remove m.room.message.feedback,0.0,0.0,0.093,0.028
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4010,MSC4010: Push rules and account data,0.0,0.0,0.094,0.028
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4189,MSC4189: Allowing guests to access uploaded media,0.0,0.0,0.095,0.028
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.094,0.028
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.092,0.028
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,4423,MSC4423: Undefine order of room directory,0.0,0.0,0.093,0.028
2630,MSC2630: Checking public keys in SAS verification,3952,MSC3952: Intentional Mentions,0.0,0.0,0.093,0.028
2659,MSC2659: Application service ping endpoint,2946,MSC2946: Spaces Summary,0.0,0.0,0.093,0.028
2663,MSC2663: Errors for dealing with non-existent push rules,4041,MSC4041: Use http header Retry-After to enable library-assisted retry handling,0.0,0.0,0.093,0.028
2663,MSC2663: Errors for dealing with non-existent push rules,4189,MSC4189: Allowing guests to access uploaded media,0.0,0.0,0.094,0.028
2663,MSC2663: Errors for dealing with non-existent push rules,4402,MSC4402: Consistent redirects for .well-known-files,0.0,0.0,0.093,0.028
2666,MSC2666: Get rooms in common with another user,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.095,0.028
2666,MSC2666: Get rooms in common with another user,2705,MSC2705: Animated thumbnails,0.0,0.0,0.093,0.028
2666,MSC2666: Get rooms in common with another user,2788,MSC2788: Room version 6 as a default,0.0,0.0,0.093,0.028
2666,MSC2666: Get rooms in common with another user,3860,MSC3860: Media Download Redirects,0.0,0.0,0.093,0.028
2666,MSC2666: Get rooms in common with another user,4025,MSC4025: Local user erasure requests,0.0,0.0,0.093,0.028
2666,MSC2666: Get rooms in common with another user,4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.093,0.028
2666,MSC2666: Get rooms in common with another user,4326,MSC4326: Device masquerading for appservices,0.0,0.0,0.092,0.028
2674,MSC2674: Event relationships,2844,MSC2844: Using a global version number for the entire specification,0.0,0.0,0.093,0.028
2674,MSC2674: Event relationships,2964,MSC2964: Usage of OAuth 2.0 authorization code grant and refresh token grant,0.0,0.0,0.093,0.028
2674,MSC2674: Event relationships,4225,MSC4225: Specification of an order in which one-time-keys should be issued,0.0,0.0,0.094,0.028
2674,MSC2674: Event relationships,4326,MSC4326: Device masquerading for appservices,0.0,0.0,0.093,0.028
2675,MSC2675: Serverside aggregations of message relationships,3316,Proposal to add timestamp massaging to the spec,0.0,0.0,0.095,0.028
2675,MSC2675: Serverside aggregations of message relationships,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.093,0.028
2675,MSC2675: Serverside aggregations of message relationships,3939,MSC3939: Account locking,0.0,0.0,0.094,0.028
2675,MSC2675: Serverside aggregations of message relationships,4077,MSC4077: Improved process for handling deprecated HTML features,0.0,0.0,0.092,0.028
2675,MSC2675: Serverside aggregations of message relationships,4341,MSC4341: Support for RFC 8628 Device Authorization Grant,0.0,0.0,0.093,0.028
2676,MSC2676: Message editing,2689,MSC2689: Allow guests to operate in encrypted rooms,0.0,0.0,0.093,0.028
2676,MSC2676: Message editing,2874,MSC2874: Single SSSS,0.0,0.0,0.093,0.028
2676,MSC2676: Message editing,3743,MSC3743: Standardized error response for unknown endpoints,0.0,0.0,0.092,0.028
2677,MSC2677: Annotations and Reactions,2758,MSC2758: Common grammar for textual identifiers,0.0,0.0,0.094,0.028
2677,MSC2677: Annotations and Reactions,2858,MSC2858: Multiple SSO Identity Providers,0.0,0.0,0.094,0.028
2677,MSC2677: Annotations and Reactions,2874,MSC2874: Single SSSS,0.0,0.0,0.093,0.028
2677,MSC2677: Annotations and Reactions,4312,MSC4312: Resetting cross-signing keys in the OAuth world,0.0,0.0,0.095,0.028
2689,MSC2689: Allow guests to operate in encrypted rooms,3030,MSC3030: Jump to date API endpoint,0.0,0.0,0.094,0.028
2689,MSC2689: Allow guests to operate in encrypted rooms,3952,MSC3952: Intentional Mentions,0.0,0.0,0.093,0.028
2689,MSC2689: Allow guests to operate in encrypted rooms,4239,MSC4239: Room version 11 as the default room version,0.0,0.0,0.094,0.028
2689,MSC2689: Allow guests to operate in encrypted rooms,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.0,0.093,0.028
2701,MSC2701: Media and the `Content-Type` relationship,2966,MSC2966: Usage of OAuth 2.0 Dynamic Client Registration in Matrix,0.0,0.0,0.092,0.028
2701,MSC2701: Media and the `Content-Type` relationship,3283,"MSC3283: Expose enable_set_displayname, enable_set_avatar_url and enable_3pid_changes in capabilities response",0.0,0.0,0.092,0.028
2702,MSC2702: `Content-Disposition` usage in the media repo,3844,"MSC3844: Remove ""Mjolnir"" (policy room) sharing mechanism",0.0,0.0,0.092,0.028
2702,MSC2702: `Content-Disposition` usage in the media repo,4153,MSC4153: Exclude non-cross-signed devices,0.0,0.0,0.093,0.028
2746,MSC2746: Improved Signalling for 1:1 VoIP,3582,MSC3582: Remove m.room.message.feedback,0.0,0.0,0.092,0.028
2746,MSC2746: Improved Signalling for 1:1 VoIP,3816,MSC3816: Clarify Thread Participation,0.0,0.0,0.093,0.028
2746,MSC2746: Improved Signalling for 1:1 VoIP,3860,MSC3860: Media Download Redirects,0.0,0.0,0.095,0.028
2746,MSC2746: Improved Signalling for 1:1 VoIP,4267,MSC4267: Automatically forgetting rooms on leave,0.0,0.0,0.093,0.028
2746,MSC2746: Improved Signalling for 1:1 VoIP,4297,MSC4297: State Resolution v2.1,0.0,0.0,0.093,0.028
2758,MSC2758: Common grammar for textual identifiers,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.094,0.028
2758,MSC2758: Common grammar for textual identifiers,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.094,0.028
2758,MSC2758: Common grammar for textual identifiers,4178,MSC4178: Error codes for requestToken,0.0,0.0,0.095,0.028
2758,MSC2758: Common grammar for textual identifiers,4190,MSC4190: Device management for application services,0.0,0.0,0.092,0.028
2758,MSC2758: Common grammar for textual identifiers,4423,MSC4423: Undefine order of room directory,0.0,0.0,0.092,0.028
2774,MSC2774: Giving widgets their ID so they can communicate,3861,"MSC3861: Next-generation auth for Matrix, based on OAuth 2.0/OIDC",0.0,0.0,0.092,0.028
2774,MSC2774: Giving widgets their ID so they can communicate,4156,MSC4156: Migrate `server_name` to `via`,0.0,0.0,0.094,0.028
2778,MSC2778: Providing authentication method for appservice users,3288,MSC3288: Add room type to `/_matrix/identity/v2/store-invite` API,0.0,0.0,0.092,0.028
2778,MSC2778: Providing authentication method for appservice users,3550,MSC3550: Add HTTP 403 to possible profile lookup responses,0.0,0.0,0.093,0.028
2778,MSC2778: Providing authentication method for appservice users,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.093,0.028
2781,MSC2781: Remove reply fallbacks from the specification,2964,MSC2964: Usage of OAuth 2.0 authorization code grant and refresh token grant,0.0,0.0,0.095,0.028
2781,MSC2781: Remove reply fallbacks from the specification,3939,MSC3939: Account locking,0.0,0.0,0.095,0.028
2781,MSC2781: Remove reply fallbacks from the specification,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.092,0.028
2781,MSC2781: Remove reply fallbacks from the specification,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.0,0.095,0.028
2781,MSC2781: Remove reply fallbacks from the specification,4284,MSC4284: Policy Servers,0.0,0.0,0.094,0.028
2781,MSC2781: Remove reply fallbacks from the specification,4402,MSC4402: Consistent redirects for .well-known-files,0.0,0.0,0.095,0.028
2781,MSC2781: Remove reply fallbacks from the specification,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.093,0.028
2801,MSC2801: Make it explicit that event bodies are untrusted data,3771,MSC3771: Read receipts for threads,0.0,0.0,0.093,0.028
2801,MSC2801: Make it explicit that event bodies are untrusted data,4178,MSC4178: Error codes for requestToken,0.0,0.0,0.094,0.028
2832,MSC2832: Homeserver -> Application Service authorization header,2844,MSC2844: Using a global version number for the entire specification,0.0,0.0,0.093,0.028
2832,MSC2832: Homeserver -> Application Service authorization header,4189,MSC4189: Allowing guests to access uploaded media,0.0,0.0,0.094,0.028
2832,MSC2832: Homeserver -> Application Service authorization header,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.094,0.028
2844,MSC2844: Using a global version number for the entire specification,3069,MSC3069: Allow guests to use /account/whoami,0.0,0.0,0.093,0.028
2844,MSC2844: Using a global version number for the entire specification,3966,MSC3966: `event_property_contains` push rule condition,0.0,0.0,0.095,0.028
2844,MSC2844: Using a global version number for the entire specification,4138,MSC4138: Update allowed HTTP methods in CORS responses,0.0,0.0,0.095,0.028
2844,MSC2844: Using a global version number for the entire specification,4225,MSC4225: Specification of an order in which one-time-keys should be issued,0.0,0.0,0.094,0.028
2844,MSC2844: Using a global version number for the entire specification,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.094,0.028
2858,MSC2858: Multiple SSO Identity Providers,3856,MSC3856: Threads List API,0.0,0.0,0.095,0.028
2858,MSC2858: Multiple SSO Identity Providers,4010,MSC4010: Push rules and account data,0.0,0.0,0.095,0.028
2858,MSC2858: Multiple SSO Identity Providers,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.094,0.028
2867,MSC2867: Marking rooms as unread,3589,MSC3589: Room version 9 as a default,0.0,0.0,0.095,0.028
2870,MSC2870: Protect server ACLs from redaction,3383,MSC3383: Include destination in X-Matrix Auth Header,0.0,0.0,0.094,0.028
