msc_a,title_a,msc_b,title_b,direct_link,reference_overlap,text_similarity,connection_score
2184,Allow the HTML `<details>` tag in messages,4191,MSC4191: Account management for OAuth 2.0 API,0.0,0.0,0.065,0.019
2184,Allow the HTML `<details>` tag in messages,4341,MSC4341: Support for RFC 8628 Device Authorization Grant,0.0,0.0,0.063,0.019
2191,MSC2191: Markup for mathematical messages,2422,MSC2422: Allow `color` as attribute for `<font>` in messages,0.0,0.0,0.063,0.019
2191,MSC2191: Markup for mathematical messages,3440,MSC3440 Threading via `m.thread` relation,0.0,0.0,0.062,0.019
2191,MSC2191: Markup for mathematical messages,4268,MSC4268: Sharing room keys for past messages,0.0,0.0,0.062,0.019
2191,MSC2191: Markup for mathematical messages,4304,MSC4304: Room Version 12,0.0,0.0,0.064,0.019
2191,MSC2191: Markup for mathematical messages,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.064,0.019
2191,MSC2191: Markup for mathematical messages,4380,MSC4380: Invite blocking,0.0,0.0,0.064,0.019
2197,MSC2197 – Search Filtering in Public Room Directory over Federation,2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,0.0,0.0,0.063,0.019
2197,MSC2197 – Search Filtering in Public Room Directory over Federation,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.063,0.019
2197,MSC2197 – Search Filtering in Public Room Directory over Federation,4077,MSC4077: Improved process for handling deprecated HTML features,0.0,0.0,0.062,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,2285,MSC2285: Private read receipts,0.0,0.0,0.065,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",0.0,0.0,0.062,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,2545,MSC2545: Image Packs (Emoticons & Stickers),0.0,0.0,0.064,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,2701,MSC2701: Media and the `Content-Type` relationship,0.0,0.0,0.062,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,3823,MSC3823: Account Suspension,0.0,0.0,0.063,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.0,0.062,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,3861,"MSC3861: Next-generation auth for Matrix, based on OAuth 2.0/OIDC",0.0,0.0,0.065,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,4025,MSC4025: Local user erasure requests,0.0,0.0,0.062,0.019
2209,Update auth rules to check notifications key in m.room.power_levels,4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.064,0.019
2229,Allowing 3PID Owners to Rebind,2313,MSC2313: Moderation policies as rooms (ban lists),0.0,0.0,0.064,0.019
2229,Allowing 3PID Owners to Rebind,2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,0.0,0.0,0.062,0.019
2229,Allowing 3PID Owners to Rebind,2675,MSC2675: Serverside aggregations of message relationships,0.0,0.0,0.064,0.019
2229,Allowing 3PID Owners to Rebind,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.063,0.019
2229,Allowing 3PID Owners to Rebind,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.063,0.019
2229,Allowing 3PID Owners to Rebind,3856,MSC3856: Threads List API,0.0,0.0,0.063,0.019
2229,Allowing 3PID Owners to Rebind,3873,MSC3873: event_match dotted keys,0.0,0.0,0.063,0.019
2229,Allowing 3PID Owners to Rebind,4153,MSC4153: Exclude non-cross-signed devices,0.0,0.0,0.063,0.019
2229,Allowing 3PID Owners to Rebind,4267,MSC4267: Automatically forgetting rooms on leave,0.0,0.0,0.063,0.019
2229,Allowing 3PID Owners to Rebind,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.064,0.019
2230,MSC2230: Store Identity Server in Account Data,2774,MSC2774: Giving widgets their ID so they can communicate,0.0,0.0,0.064,0.019
2230,MSC2230: Store Identity Server in Account Data,4178,MSC4178: Error codes for requestToken,0.0,0.0,0.062,0.019
2230,MSC2230: Store Identity Server in Account Data,4423,MSC4423: Undefine order of room directory,0.0,0.0,0.064,0.019
2240,MSC2240: Room Version 6,2246,MSC2246: Asynchronous media uploads,0.0,0.0,0.064,0.019
2240,MSC2240: Room Version 6,2457,Invalidating devices during password modification,0.0,0.0,0.062,0.019
2240,MSC2240: Room Version 6,2530,Body field as media caption,0.0,0.0,0.062,0.019
2240,MSC2240: Room Version 6,4153,MSC4153: Exclude non-cross-signed devices,0.0,0.0,0.062,0.019
2240,MSC2240: Room Version 6,4159,MSC4159: Remove the deprecated name attribute on HTML anchor elements,0.0,0.0,0.062,0.019
2241,Key verification in DMs,2290,Separate Endpoints for Binding Threepids,0.0,0.0,0.063,0.019
2241,Key verification in DMs,2312,URI scheme for Matrix,0.0,0.0,0.065,0.019
2241,Key verification in DMs,2530,Body field as media caption,0.0,0.0,0.063,0.019
2241,Key verification in DMs,2540,MSC2540: Stricter event validation: JSON compliance,0.0,0.0,0.062,0.019
2241,Key verification in DMs,2545,MSC2545: Image Packs (Emoticons & Stickers),0.0,0.0,0.063,0.019
2241,Key verification in DMs,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.065,0.019
2241,Key verification in DMs,4381,MSC4381: Remove plaintext sender key,0.0,0.0,0.064,0.019
2244,Mass redactions,2284,MSC2284: Making the identity server optional during discovery,0.0,0.0,0.064,0.019
2244,Mass redactions,3077,MSC3077: Support for multi-stream VoIP,0.0,0.0,0.064,0.019
2244,Mass redactions,3676,MSC3676: Transitioning away from reply fallbacks.,0.0,0.0,0.065,0.019
2244,Mass redactions,3823,MSC3823: Account Suspension,0.0,0.0,0.062,0.019
2244,Mass redactions,4009,MSC4009: Expanding the Matrix ID grammar to enable E.164 IDs,0.0,0.0,0.062,0.019
2244,Mass redactions,4040,MSC4040: Update SRV service name to IANA registration,0.0,0.0,0.063,0.019
2244,Mass redactions,4159,MSC4159: Remove the deprecated name attribute on HTML anchor elements,0.0,0.0,0.062,0.019
2244,Mass redactions,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.063,0.019
2244,Mass redactions,4230,MSC4230: 'Animated' flag for images,0.0,0.0,0.062,0.019
2244,Mass redactions,4402,MSC4402: Consistent redirects for .well-known-files,0.0,0.0,0.063,0.019
2246,MSC2246: Asynchronous media uploads,2367,Allowing Reasons in all Membership Events,0.0,0.0,0.062,0.019
2246,MSC2246: Asynchronous media uploads,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.064,0.019
2246,MSC2246: Asynchronous media uploads,3786,MSC3786: Add a default push rule to ignore `m.room.server_acl` events,0.0,0.0,0.063,0.019
2246,MSC2246: Asynchronous media uploads,3923,MSC3923: Bringing Matrix into the IETF process,0.0,0.0,0.063,0.019
2246,MSC2246: Asynchronous media uploads,4230,MSC4230: 'Animated' flag for images,0.0,0.0,0.062,0.019
2249,MSC2249: Require users to have visibility on an event when submitting reports,3291,MSC3291: Muting in VoIP calls,0.0,0.0,0.063,0.019
2249,MSC2249: Require users to have visibility on an event when submitting reports,3966,MSC3966: `event_property_contains` push rule condition,0.0,0.0,0.064,0.019
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,3289,MSC3289: Room Version 8,0.0,0.0,0.063,0.019
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,3787,MSC3787: Allowing knocks to restricted rooms,0.0,0.0,0.062,0.019
2263,MSC2263: Give homeservers the ability to handle their own 3PID registrations/password resets,4210,MSC4210: Remove legacy mentions,0.0,0.0,0.064,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,2870,MSC2870: Protect server ACLs from redaction,0.0,0.0,0.064,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,2998,MSC2998: Room Version 7,0.0,0.0,0.063,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,3266,MSC3266: Room Summary API,0.0,0.0,0.063,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,3567,MSC3567: Allow requesting events from the start/end of the room history,0.0,0.0,0.064,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,3765,MSC3765: Rich text in room topics,0.0,0.0,0.063,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.063,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,3930,MSC3930: Polls push rules/notifications,0.0,0.0,0.062,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,3987,MSC3987: Push actions clean-up,0.0,0.0,0.064,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.065,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,4239,MSC4239: Room version 11 as the default room version,0.0,0.0,0.064,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,4291,MSC4291: Room IDs as hashes of the create event,0.0,0.0,0.063,0.019
2265,Proposal for mandating case folding when processing e-mail addresses,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.0,0.064,0.019
2284,MSC2284: Making the identity server optional during discovery,2432,MSC2432: Updated semantics for publishing room aliases,0.0,0.0,0.064,0.019
2284,MSC2284: Making the identity server optional during discovery,2604,Parameters for Login Fallback,0.0,0.0,0.065,0.019
2284,MSC2284: Making the identity server optional during discovery,2676,MSC2676: Message editing,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,2778,MSC2778: Providing authentication method for appservice users,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.063,0.019
2284,MSC2284: Making the identity server optional during discovery,3231,MSC3231: Token Authenticated Registration,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,3706,MSC3706: Extensions to `/_matrix/federation/v2/send_join/{roomId}/{eventId}` for partial state,0.0,0.0,0.064,0.019
2284,MSC2284: Making the identity server optional during discovery,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,3823,MSC3823: Account Suspension,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,4010,MSC4010: Push rules and account data,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,4132,MSC4132: Deprecate Linking to an Event Against a Room Alias.,0.0,0.0,0.064,0.019
2284,MSC2284: Making the identity server optional during discovery,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.062,0.019
2284,MSC2284: Making the identity server optional during discovery,4313,MSC4313: Require HTML `<ol>` `start` Attribute support,0.0,0.0,0.063,0.019
2284,MSC2284: Making the identity server optional during discovery,4423,MSC4423: Undefine order of room directory,0.0,0.0,0.062,0.019
2285,MSC2285: Private read receipts,2313,MSC2313: Moderation policies as rooms (ban lists),0.0,0.0,0.065,0.019
2285,MSC2285: Private read receipts,3077,MSC3077: Support for multi-stream VoIP,0.0,0.0,0.064,0.019
2285,MSC2285: Private read receipts,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.062,0.019
2285,MSC2285: Private read receipts,3966,MSC3966: `event_property_contains` push rule condition,0.0,0.0,0.063,0.019
2285,MSC2285: Private read receipts,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.064,0.019
2290,Separate Endpoints for Binding Threepids,2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,0.0,0.0,0.064,0.019
2290,Separate Endpoints for Binding Threepids,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.064,0.019
2312,URI scheme for Matrix,2472,Symmetric SSSS,0.0,0.0,0.064,0.019
2312,URI scheme for Matrix,2557,MSC2557: Clarifications on spoilers,0.0,0.0,0.065,0.019
2312,URI scheme for Matrix,2582,Remove `mimetype` from `EncryptedFile` object,0.0,0.0,0.062,0.019
2312,URI scheme for Matrix,2630,MSC2630: Checking public keys in SAS verification,0.0,0.0,0.063,0.019
2312,URI scheme for Matrix,2874,MSC2874: Single SSSS,0.0,0.0,0.065,0.019
2312,URI scheme for Matrix,3715,MSC3715: Add a pagination direction parameter to `/relations`,0.0,0.0,0.062,0.019
2312,URI scheme for Matrix,3860,MSC3860: Media Download Redirects,0.0,0.0,0.064,0.019
2313,MSC2313: Moderation policies as rooms (ban lists),2774,MSC2774: Giving widgets their ID so they can communicate,0.0,0.0,0.062,0.019
2313,MSC2313: Moderation policies as rooms (ban lists),4381,MSC4381: Remove plaintext sender key,0.0,0.0,0.063,0.019
2320,Versions information for identity servers,2540,MSC2540: Stricter event validation: JSON compliance,0.0,0.0,0.063,0.019
2320,Versions information for identity servers,2758,MSC2758: Common grammar for textual identifiers,0.0,0.0,0.065,0.019
2320,Versions information for identity servers,3786,MSC3786: Add a default push rule to ignore `m.room.server_acl` events,0.0,0.0,0.063,0.019
2320,Versions information for identity servers,3987,MSC3987: Push actions clean-up,0.0,0.0,0.064,0.019
2320,Versions information for identity servers,4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.064,0.019
2320,Versions information for identity servers,4267,MSC4267: Automatically forgetting rooms on leave,0.0,0.0,0.062,0.019
2324,MSC2324: Facilitating early releases of software dependent on spec,2422,MSC2422: Allow `color` as attribute for `<font>` in messages,0.0,0.0,0.063,0.019
2324,MSC2324: Facilitating early releases of software dependent on spec,2457,Invalidating devices during password modification,0.0,0.0,0.063,0.019
2324,MSC2324: Facilitating early releases of software dependent on spec,2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,0.0,0.0,0.064,0.019
2324,MSC2324: Facilitating early releases of software dependent on spec,3700,MSC3700: Deprecate plaintext sender_key,0.0,0.0,0.062,0.019
2324,MSC2324: Facilitating early releases of software dependent on spec,4009,MSC4009: Expanding the Matrix ID grammar to enable E.164 IDs,0.0,0.0,0.063,0.019
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,2472,Symmetric SSSS,0.0,0.0,0.062,0.019
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,0.0,0.0,0.064,0.019
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,3283,"MSC3283: Expose enable_set_displayname, enable_set_avatar_url and enable_3pid_changes in capabilities response",0.0,0.0,0.065,0.019
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,3771,MSC3771: Read receipts for threads,0.0,0.0,0.062,0.019
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,4138,MSC4138: Update allowed HTTP methods in CORS responses,0.0,0.0,0.065,0.019
2334,[MSC2334](https://github.com/matrix-org/matrix-doc/pull/2334) - Change default room version to v5,4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.064,0.019
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,2432,MSC2432: Updated semantics for publishing room aliases,0.0,0.0,0.064,0.019
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,3567,MSC3567: Allow requesting events from the start/end of the room history,0.0,0.0,0.062,0.019
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,3715,MSC3715: Add a pagination direction parameter to `/relations`,0.0,0.0,0.062,0.019
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,3827,MSC3827: Filtering of `/publicRooms` by room type,0.0,0.0,0.062,0.019
2366,Key verification flow additions: `m.key.verification.ready` and `m.key.verification.done`,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.064,0.019
2367,Allowing Reasons in all Membership Events,3283,"MSC3283: Expose enable_set_displayname, enable_set_avatar_url and enable_3pid_changes in capabilities response",0.0,0.0,0.062,0.019
2367,Allowing Reasons in all Membership Events,3442,MSC3442: move the `prev_content` key to `unsigned`,0.0,0.0,0.063,0.019
2367,Allowing Reasons in all Membership Events,3773,MSC3773: Notifications for threads,0.0,0.0,0.062,0.019
2367,Allowing Reasons in all Membership Events,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.062,0.019
2367,Allowing Reasons in all Membership Events,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.065,0.019
2399,Reporting that decryption keys are withheld,2530,Body field as media caption,0.0,0.0,0.064,0.019
2399,Reporting that decryption keys are withheld,3816,MSC3816: Clarify Thread Participation,0.0,0.0,0.062,0.019
2403,"MSC2403: Add ""knock"" feature",3291,MSC3291: Muting in VoIP calls,0.0,0.0,0.063,0.019
2403,"MSC2403: Add ""knock"" feature",4178,MSC4178: Error codes for requestToken,0.0,0.0,0.064,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",2414,MSC2414: Make `reason` and `score` optional for reporting content,0.0,0.0,0.063,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",2998,MSC2998: Room Version 7,0.0,0.0,0.065,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",3383,MSC3383: Include destination in X-Matrix Auth Header,0.0,0.0,0.063,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",3939,MSC3939: Account locking,0.0,0.0,0.064,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4153,MSC4153: Exclude non-cross-signed devices,0.0,0.0,0.062,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.065,0.019
2409,"MSC2409: Proposal to send typing, presence and receipts to appservices",4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.064,0.019
2414,MSC2414: Make `reason` and `score` optional for reporting content,2765,MSC2765: Widget avatars,0.0,0.0,0.062,0.019
2414,MSC2414: Make `reason` and `score` optional for reporting content,2788,MSC2788: Room version 6 as a default,0.0,0.0,0.064,0.019
2414,MSC2414: Make `reason` and `score` optional for reporting content,2874,MSC2874: Single SSSS,0.0,0.0,0.065,0.019
2414,MSC2414: Make `reason` and `score` optional for reporting content,3715,MSC3715: Add a pagination direction parameter to `/relations`,0.0,0.0,0.064,0.019
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,2965,MSC2965: OAuth 2.0 Authorization Server Metadata discovery,0.0,0.0,0.062,0.019
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,3958,MSC3958: Suppress notifications from message edits,0.0,0.0,0.064,0.019
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,4142,MSC4142: Remove unintentional intentional mentions in replies,0.0,0.0,0.063,0.019
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,4175,MSC4175: Profile field for user time zone,0.0,0.0,0.064,0.019
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,4291,MSC4291: Room IDs as hashes of the create event,0.0,0.0,0.064,0.019
2422,MSC2422: Allow `color` as attribute for `<font>` in messages,4311,MSC4311: Ensuring the create event is available on invites,0.0,0.0,0.065,0.019
2432,MSC2432: Updated semantics for publishing room aliases,2457,Invalidating devices during password modification,0.0,0.0,0.062,0.019
2432,MSC2432: Updated semantics for publishing room aliases,2663,MSC2663: Errors for dealing with non-existent push rules,0.0,0.0,0.063,0.019
2432,MSC2432: Updated semantics for publishing room aliases,4159,MSC4159: Remove the deprecated name attribute on HTML anchor elements,0.0,0.0,0.063,0.019
2432,MSC2432: Updated semantics for publishing room aliases,4175,MSC4175: Profile field for user time zone,0.0,0.0,0.064,0.019
2432,MSC2432: Updated semantics for publishing room aliases,4381,MSC4381: Remove plaintext sender key,0.0,0.0,0.063,0.019
2451,MSC2451: Remove the `query_auth` federation endpoint,2832,MSC2832: Homeserver -> Application Service authorization header,0.0,0.0,0.063,0.019
2451,MSC2451: Remove the `query_auth` federation endpoint,3267,MSC3267: reference relationships,0.0,0.0,0.064,0.019
2451,MSC2451: Remove the `query_auth` federation endpoint,4313,MSC4313: Require HTML `<ol>` `start` Attribute support,0.0,0.0,0.062,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,2832,MSC2832: Homeserver -> Application Service authorization header,0.0,0.0,0.062,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,2946,MSC2946: Spaces Summary,0.0,0.0,0.063,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,3860,MSC3860: Media Download Redirects,0.0,0.0,0.065,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,3923,MSC3923: Bringing Matrix into the IETF process,0.0,0.0,0.063,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.063,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,4009,MSC4009: Expanding the Matrix ID grammar to enable E.164 IDs,0.0,0.0,0.062,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,4115,MSC4115: membership metadata on events,0.0,0.0,0.063,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.063,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.063,0.019
2454,User-Interactive Authentication for SSO-backed homeserver,4284,MSC4284: Policy Servers,0.0,0.0,0.063,0.019
2457,Invalidating devices during password modification,2832,MSC2832: Homeserver -> Application Service authorization header,0.0,0.0,0.064,0.019
2457,Invalidating devices during password modification,2858,MSC2858: Multiple SSO Identity Providers,0.0,0.0,0.063,0.019
2457,Invalidating devices during password modification,3743,MSC3743: Standardized error response for unknown endpoints,0.0,0.0,0.065,0.019
2457,Invalidating devices during password modification,3827,MSC3827: Filtering of `/publicRooms` by room type,0.0,0.0,0.064,0.019
2457,Invalidating devices during password modification,3856,MSC3856: Threads List API,0.0,0.0,0.062,0.019
2457,Invalidating devices during password modification,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.063,0.019
2457,Invalidating devices during password modification,4009,MSC4009: Expanding the Matrix ID grammar to enable E.164 IDs,0.0,0.0,0.065,0.019
2457,Invalidating devices during password modification,4312,MSC4312: Resetting cross-signing keys in the OAuth world,0.0,0.0,0.064,0.019
2472,Symmetric SSSS,2677,MSC2677: Annotations and Reactions,0.0,0.0,0.065,0.019
2472,Symmetric SSSS,2946,MSC2946: Spaces Summary,0.0,0.0,0.063,0.019
2472,Symmetric SSSS,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.065,0.019
2472,Symmetric SSSS,3981,MSC3981: `/relations` recursion,0.0,0.0,0.062,0.019
2472,Symmetric SSSS,4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.064,0.019
2472,Symmetric SSSS,4335,MSC4335: M_USER_LIMIT_EXCEEDED error code,0.0,0.0,0.064,0.019
2472,Symmetric SSSS,4380,MSC4380: Invite blocking,0.0,0.0,0.062,0.019
2526,MSC2526: Add ability to delete key backups,2702,MSC2702: `Content-Disposition` usage in the media repo,0.0,0.0,0.064,0.019
2526,MSC2526: Add ability to delete key backups,2778,MSC2778: Providing authentication method for appservice users,0.0,0.0,0.064,0.019
2526,MSC2526: Add ability to delete key backups,2967,MSC2967: API scopes,0.0,0.0,0.062,0.019
2526,MSC2526: Add ability to delete key backups,3440,MSC3440 Threading via `m.thread` relation,0.0,0.0,0.062,0.019
2526,MSC2526: Add ability to delete key backups,3904,MSC3904: Room version 10 as a default,0.0,0.0,0.063,0.019
2526,MSC2526: Add ability to delete key backups,3923,MSC3923: Bringing Matrix into the IETF process,0.0,0.0,0.064,0.019
2526,MSC2526: Add ability to delete key backups,4213,MSC4213: Remove `server_name` parameter,0.0,0.0,0.063,0.019
2530,Body field as media caption,2659,MSC2659: Application service ping endpoint,0.0,0.0,0.062,0.019
2530,Body field as media caption,2874,MSC2874: Single SSSS,0.0,0.0,0.064,0.019
2530,Body field as media caption,3122,MSC3122: Deprecate starting key verifications without requesting first,0.0,0.0,0.062,0.019
2530,Body field as media caption,3383,MSC3383: Include destination in X-Matrix Auth Header,0.0,0.0,0.062,0.019
2530,Body field as media caption,4132,MSC4132: Deprecate Linking to an Event Against a Room Alias.,0.0,0.0,0.064,0.019
2530,Body field as media caption,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.063,0.019
2540,MSC2540: Stricter event validation: JSON compliance,3700,MSC3700: Deprecate plaintext sender_key,0.0,0.0,0.062,0.019
2540,MSC2540: Stricter event validation: JSON compliance,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.063,0.019
2540,MSC2540: Stricter event validation: JSON compliance,4190,MSC4190: Device management for application services,0.0,0.0,0.065,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),2867,MSC2867: Marking rooms as unread,0.0,0.0,0.063,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),3077,MSC3077: Support for multi-stream VoIP,0.0,0.0,0.063,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),3589,MSC3589: Room version 9 as a default,0.0,0.0,0.063,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),3676,MSC3676: Transitioning away from reply fallbacks.,0.0,0.0,0.062,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.065,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4153,MSC4153: Exclude non-cross-signed devices,0.0,0.0,0.065,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4190,MSC4190: Device management for application services,0.0,0.0,0.062,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.063,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4341,MSC4341: Support for RFC 8628 Device Authorization Grant,0.0,0.0,0.064,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4402,MSC4402: Consistent redirects for .well-known-files,0.0,0.0,0.063,0.019
2545,MSC2545: Image Packs (Emoticons & Stickers),4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.062,0.019
2557,MSC2557: Clarifications on spoilers,3700,MSC3700: Deprecate plaintext sender_key,0.0,0.0,0.064,0.019
2557,MSC2557: Clarifications on spoilers,3820,MSC3820: Room Version 11,0.0,0.0,0.064,0.019
2557,MSC2557: Clarifications on spoilers,3856,MSC3856: Threads List API,0.0,0.0,0.062,0.019
2557,MSC2557: Clarifications on spoilers,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.063,0.019
2557,MSC2557: Clarifications on spoilers,4213,MSC4213: Remove `server_name` parameter,0.0,0.0,0.064,0.019
2582,Remove `mimetype` from `EncryptedFile` object,2701,MSC2701: Media and the `Content-Type` relationship,0.0,0.0,0.063,0.019
2582,Remove `mimetype` from `EncryptedFile` object,2746,MSC2746: Improved Signalling for 1:1 VoIP,0.0,0.0,0.063,0.019
2582,Remove `mimetype` from `EncryptedFile` object,3083,Restricting room membership based on membership in other rooms,0.0,0.0,0.065,0.019
2582,Remove `mimetype` from `EncryptedFile` object,3667,MSC3667: Enforce integer power levels,0.0,0.0,0.064,0.019
2582,Remove `mimetype` from `EncryptedFile` object,3676,MSC3676: Transitioning away from reply fallbacks.,0.0,0.0,0.063,0.019
2582,Remove `mimetype` from `EncryptedFile` object,3939,MSC3939: Account locking,0.0,0.0,0.062,0.019
2582,Remove `mimetype` from `EncryptedFile` object,3980,MSC3980: Dotted Field Consistency,0.0,0.0,0.062,0.019
